#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
48415	2.90608	-0.01437	0.49704
48416	2.91898	-0.03917	1.36017
48417	2.91231	-0.03067	1.06423
48418	2.92313	-0.03599	1.24668
48419	2.92169	-0.03913	1.35750
48420	2.92097	-0.03750	1.30053
48421	2.91003	-0.01740	0.60160
48422	2.92481	-0.09716	3.43605
48423	2.92472	-0.02294	0.79059
48424	2.90476	-0.00024	0.00837
48425	2.91343	-0.05010	1.74953
48426	2.91142	-0.01605	0.55448
48427	2.91903	-0.06393	2.23917
48428	2.91426	-0.04451	1.55104
48429	2.91447	-0.02367	0.81894
48430	2.91279	-0.04853	1.69444
48431	2.92669	-0.05694	1.98419
48432	2.91748	-0.04133	1.43702
48433	2.91810	-0.03646	1.26519
48434	2.92368	-0.06583	2.30341
48435	2.91133	-0.01504	0.51940
48436	2.90700	0.00118	0.04062
48437	2.91305	-0.03049	1.05789
48438	2.92049	-0.03061	1.05936
48439	2.91351	-0.04743	1.65471
48440	2.92645	-0.05213	1.81375
48441	2.93166	-0.04636	1.60684
48442	2.91729	-0.02466	0.85268
48443	2.91626	-0.02821	0.97679
48444	2.92284	-0.04028	1.39743
48445	2.93363	-0.03826	1.32132
48446	2.92256	-0.03909	1.35570
48447	2.91529	-0.08855	3.13265
48448	2.92639	-0.02645	0.91197
48449	2.91494	-0.04977	1.73703
48450	2.91510	-0.01973	0.68140
48451	2.92339	-0.00789	0.27063
48452	2.92610	-0.07283	2.55235
48453	2.92739	-0.04392	1.52300
48454	2.91524	-0.03726	1.29477
48455	2.92353	-0.05745	2.00442
48456	2.91659	-0.03037	1.05220
48457	2.92963	-0.04707	1.63288
48458	2.92986	-0.04456	1.54441
48459	2.92720	-0.03640	1.25930
48460	2.92967	-0.02607	0.89774
48461	2.91593	-0.02697	0.93360
48462	2.92566	-0.04585	1.59220
48463	2.91989	-0.03001	1.03845
48464	2.93066	-0.03712	1.28276
48465	2.91916	-0.04850	1.68948
48466	2.91327	-0.03071	1.06535
48467	2.91475	-0.05416	1.89328
48468	2.90529	-0.02365	0.82057
48469	2.92546	-0.03924	1.35954
48470	2.93255	-0.03718	1.28416
48471	2.92868	-0.07083	2.47858
48472	2.92577	-0.10087	3.57064
48473	2.91558	-0.02295	0.79349
48474	2.92857	-0.04236	1.46755
48475	2.92463	-0.04116	1.42749
48476	2.92053	-0.05262	1.83464
48477	2.92649	-0.04485	1.55644
48478	2.92069	-0.03721	1.29058
48479	2.91751	-0.01574	0.54242
48480	2.91414	-0.02610	0.90362
48481	2.91984	-0.02539	0.87724
48482	2.92354	-0.03824	1.32539
48483	2.91884	-0.06008	2.10157
48484	2.91071	-0.03273	1.13711
48485	2.91644	-0.02748	0.95122
48486	2.92282	-0.04666	1.62247
48487	2.91184	-0.03295	1.14439
48488	2.90663	0.00155	0.05343
48489	2.91767	-0.02504	0.86573
48490	2.91628	-0.03738	1.29857
48491	2.92471	0.00177	0.06060
48492	2.91667	-0.06797	2.38601
48493	2.92487	-0.04415	1.53248
48494	2.92298	-0.02486	0.85791
48495	2.92107	-0.06139	2.14678
48496	2.90752	-0.03137	1.09069
48497	2.92415	-0.08460	2.97947
48498	2.93024	-0.05775	2.01033
48499	2.94243	-0.05164	1.78631
48500	2.92487	-0.03682	1.27500
48501	2.92746	-0.04124	1.42887
48502	2.91830	-0.05221	1.82180
48503	2.92008	-0.03844	1.33390
48504	2.91624	-0.01813	0.62545
48505	2.91485	-0.03230	1.12040
48506	2.92129	-0.01403	0.48253
48507	2.91355	-0.02550	0.88301
48508	2.92425	-0.05633	1.96426
48509	2.93088	-0.04283	1.48298
48510	2.91514	-0.01245	0.42907
48511	2.92081	-0.04557	1.58507
48512	2.91872	-0.02060	0.71093
48513	2.93475	-0.06500	2.26504
48514	2.91700	-0.02346	0.81083
48515	2.92872	-0.04250	1.47244
48516	2.92151	-0.05725	1.99891
48517	2.92868	-0.04704	1.63249
48518	2.91654	-0.03398	1.17877
48519	2.92096	-0.06220	2.17576
48520	2.91638	-0.05304	1.85242
48521	2.92109	-0.04311	1.49783
48522	2.91364	-0.05854	2.05027
48523	2.90429	-0.01808	0.62627
48524	2.91392	-0.03228	1.12022
48525	2.90611	-0.00616	0.21254
48526	2.91398	-0.04332	1.50902
48527	2.91824	-0.02745	0.94958
48528	2.90719	-0.00908	0.31326
48529	2.91615	-0.05373	1.87703
48530	2.90987	-0.02182	0.75561
48531	2.92595	-0.06627	2.31744
48532	2.92331	-0.06363	2.22519
48533	2.91245	-0.03629	1.26191
48534	2.92417	-0.00958	0.32876
48535	2.92189	-0.03384	1.17180
48536	2.94016	-0.04937	1.70772
48537	2.92580	-0.02951	1.01898
48538	2.92001	-0.02647	0.91493
48539	2.92430	-0.03717	1.28740
48540	2.92075	-0.01440	0.49537
48541	2.91921	-0.06959	2.44224
48542	2.91686	-0.02790	0.96570
48543	2.92110	-0.02573	0.88855
48544	2.92452	-0.05935	2.07127
48545	2.92339	-0.05090	1.77211
48546	2.91267	-0.02828	0.98044
48547	2.93241	-0.04437	1.53618
48548	2.91699	-0.01338	0.46084
48549	2.91260	-0.02363	0.81811
48550	2.90580	-0.04429	1.54769
48551	2.90472	-0.01209	0.41813
