#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
70241	2.71820	-0.03240	1.20622
70242	2.72259	-0.02855	1.05979
70243	2.71799	-0.03218	1.19832
70244	2.72107	-0.04899	1.83354
70245	2.71903	-0.03139	1.16797
70246	2.72130	-0.04373	1.63313
70247	2.72058	-0.05125	1.92000
70248	2.71768	-0.04377	1.63703
70249	2.72173	-0.05148	1.92788
70250	2.71680	-0.03923	1.46511
70251	2.71946	-0.02816	1.04631
70252	2.72061	-0.04304	1.60749
70253	2.71942	-0.04002	1.49364
70254	2.71782	-0.04025	1.50328
70255	2.71987	-0.03681	1.37188
70256	2.71839	-0.02801	1.04113
70257	2.71752	-0.03080	1.14631
70258	2.72000	-0.04426	1.65414
70259	2.71825	-0.03885	1.44988
70260	2.71777	-0.03838	1.43225
70261	2.72225	-0.04102	1.52999
70262	2.72037	-0.04830	1.80745
70263	2.72000	-0.03420	1.27328
70264	2.72072	-0.04315	1.61145
70265	2.72214	-0.03909	1.45673
70266	2.72136	-0.04288	1.60081
70267	2.72075	-0.04958	1.85619
70268	2.72032	-0.04366	1.63119
70269	2.71894	-0.02398	0.88993
70270	2.72015	-0.02611	0.96902
70271	2.72012	-0.03614	1.34652
70272	2.72259	-0.05875	2.20553
70273	2.71964	-0.02926	1.08762
70274	2.71838	-0.02342	0.86911
70275	2.72158	-0.05133	1.92245
70276	2.71805	-0.04414	1.65079
70277	2.71984	-0.04868	1.82224
70278	2.71728	-0.03696	1.37897
70279	2.72303	-0.01709	0.63148
70280	2.71895	-0.02399	0.89035
70281	2.72113	-0.04356	1.62694
70282	2.71834	-0.03894	1.45342
70283	2.71758	-0.04001	1.49420
70284	2.71739	-0.04806	1.80031
70285	2.71525	-0.03951	1.47646
70286	2.71884	-0.04401	1.64546
70287	2.72228	-0.03922	1.46185
70288	2.72105	-0.03525	1.31238
70289	2.71895	-0.02674	0.99320
70290	2.72133	-0.02455	0.91018
70291	2.71920	-0.03065	1.13985
70292	2.71807	-0.04782	1.79083
70293	2.71651	-0.04901	1.83718
70294	2.71560	-0.03529	1.31649
70295	2.71769	-0.03189	1.18732
70296	2.72120	-0.04180	1.56010
70297	2.71931	-0.04357	1.62834
70298	2.71809	-0.04143	1.54787
70299	2.72085	-0.04786	1.79047
70300	2.71603	-0.03938	1.47124
70301	2.72084	-0.05608	2.10447
70302	2.71867	-0.03653	1.36183
70303	2.71198	-0.01794	0.66576
70304	2.73291	-0.03978	1.47711
70305	2.72300	-0.05001	1.87086
70306	2.71731	-0.02418	0.89791
70307	2.71917	-0.03520	1.31138
70308	2.71889	-0.03400	1.26649
70309	2.71544	-0.02964	1.10350
70310	2.71623	-0.03774	1.40916
70311	2.71867	-0.03470	1.29269
70312	2.71507	-0.04300	1.60906
70313	2.71838	-0.04722	1.76759
70314	2.72502	-0.05386	2.01631
70315	2.72169	-0.01850	0.68446
70316	2.71853	-0.04279	1.59919
70317	2.71792	-0.03760	1.40285
70318	2.72057	-0.04118	1.53673
70319	2.72205	-0.04631	1.73083
70320	2.71861	-0.02091	0.77522
70321	2.71366	-0.02145	0.79687
70322	2.71886	-0.05045	1.89049
70323	2.72138	-0.06120	2.30046
70324	2.71907	-0.03967	1.48073
70325	2.71805	-0.04780	1.79004
70326	2.71994	-0.03871	1.44375
70327	2.71918	-0.03337	1.24259
70328	2.71868	-0.04111	1.53531
70329	2.72318	-0.06483	2.43881
70330	2.72044	-0.04195	1.56621
70331	2.71442	-0.02404	0.89365
70332	2.72227	-0.04013	1.49616
70333	2.71627	-0.01857	0.68819
70334	2.71857	-0.05199	1.94951
70335	2.72010	-0.05077	1.90192
70336	2.72427	-0.04121	1.53604
70337	2.71907	-0.03052	1.13528
70338	2.71769	-0.03188	1.18712
70339	2.71913	-0.02875	1.06848
70340	2.71661	-0.03263	1.21578
70341	2.71939	-0.04823	1.80552
70342	2.71688	-0.03107	1.15688
70343	2.72117	-0.04635	1.73277
70344	2.71946	-0.03549	1.32215
70345	2.71736	-0.03338	1.24384
70346	2.71832	-0.03252	1.21074
70347	2.71564	-0.03898	1.45634
70348	2.71641	-0.04067	1.51991
70349	2.72223	-0.04100	1.52919
70350	2.72099	-0.03793	1.41354
70351	2.72062	-0.03665	1.36547
70352	2.71614	-0.03858	1.44068
70353	2.71476	-0.03444	1.28499
70354	2.72142	-0.05026	1.88161
70355	2.71933	-0.03993	1.49033
70356	2.71838	-0.03624	1.35103
70357	2.72197	-0.03891	1.45008
70358	2.71937	-0.03265	1.21533
70359	2.71967	-0.04485	1.67657
70360	2.72720	-0.03774	1.40317
70361	2.71911	-0.03788	1.41289
70362	2.71681	-0.04382	1.63928
70363	2.72090	-0.04242	1.58357
70364	2.72002	-0.04245	1.58529
70365	2.71998	-0.03692	1.37607
70366	2.71973	-0.03576	1.33229
70367	2.71981	-0.04499	1.68189
70368	2.71759	-0.04276	1.59880
70369	2.71543	-0.03603	1.34481
70370	2.71932	-0.03077	1.14434
70371	2.72053	-0.05394	2.02275
70372	2.71952	-0.04562	1.70593
70373	2.72388	-0.04448	1.65996
70374	2.72073	-0.03858	1.43842
70375	2.71784	-0.03020	1.12365
70376	2.72030	-0.03724	1.38802
70377	2.72040	-0.03551	1.32253
70378	2.71849	-0.04184	1.56307
70379	2.71908	-0.02870	1.06688
70380	2.71586	-0.04653	1.74298
70381	2.72093	-0.04702	1.75866
70382	2.72319	-0.04104	1.53025
70383	2.71963	-0.04664	1.74477
70384	2.71888	-0.04497	1.68191
70385	2.71442	-0.04783	1.79360
70386	2.71311	-0.03188	1.18897
70387	2.71707	-0.04773	1.78821
70388	2.71861	-0.04836	1.81118
70389	2.71977	-0.04312	1.61089
70390	2.71848	-0.03176	1.18221
