#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
670	2.88070	0.06317	2.14582
671	2.87352	0.06486	2.20730
672	2.87536	0.05021	1.71632
673	2.87266	0.05840	1.99231
674	2.88096	0.05651	1.92368
675	2.87769	0.05154	1.75958
676	2.87100	0.04724	1.61895
677	2.86794	0.07319	2.48842
678	2.87214	0.05983	2.04058
679	2.87393	0.04980	1.70344
680	2.87230	0.06974	2.37061
681	2.87240	0.05409	1.84817
682	2.86250	0.06764	2.30850
683	2.86182	0.07382	2.51451
684	2.85610	0.10150	3.43186
685	2.86207	0.06166	2.10905
686	2.86396	0.06160	2.10569
687	2.87402	0.05704	1.94598
688	2.87068	0.06312	2.15158
689	2.87698	0.05682	1.93688
690	2.86194	0.05722	1.96017
691	2.87294	0.05995	2.04409
692	2.86587	0.06519	2.22412
693	2.86363	0.05462	1.87158
694	2.86924	0.07280	2.47462
695	2.86046	0.06602	2.25591
696	2.86137	0.05688	1.94908
697	2.88430	0.03670	1.25626
698	2.87517	0.05497	1.87606
699	2.87106	0.04994	1.70953
700	2.87803	0.03931	1.34733
701	2.86293	0.07728	2.62846
702	2.85789	0.07317	2.49646
703	2.86168	0.05108	1.75369
704	2.88407	0.02777	0.95381
705	2.87334	0.04949	1.69307
706	2.87311	0.05246	1.79300
707	2.87636	0.04280	1.46607
708	2.86555	0.07924	2.69080
709	2.86875	0.05407	1.84987
710	2.87471	0.04628	1.58451
711	2.88034	0.05438	1.85303
712	2.87037	0.05977	2.03983
713	2.87196	0.05453	1.86322
714	2.87339	0.04760	1.62974
715	2.87907	0.04833	1.65083
716	2.86016	0.07364	2.51014
717	2.87432	0.04118	1.41254
718	2.86218	0.05515	1.89049
719	2.85812	0.05829	1.99876
720	2.87574	0.05624	1.91807
721	2.87738	0.04361	1.49310
722	2.87373	0.06282	2.13932
723	2.88221	0.03786	1.29664
724	2.87084	0.04832	1.65529
725	2.87804	0.06217	2.11449
726	2.86861	0.05879	2.00830
727	2.87839	0.04260	1.45839
728	2.88278	0.04919	1.67773
729	2.88468	0.05278	1.79686
730	2.87954	0.05243	1.78836
731	2.88026	0.03799	1.30171
732	2.88441	0.05122	1.74485
733	2.87720	0.05111	1.74549
734	2.87909	0.03641	1.24889
735	2.86534	0.06572	2.24212
736	2.87096	0.05278	1.80512
737	2.86673	0.05518	1.88853
738	2.87194	0.03990	1.37022
739	2.87268	0.05289	1.80790
740	2.87533	0.04657	1.59398
741	2.86523	0.04845	1.66268
742	2.87863	0.04694	1.60436
743	2.86687	0.05961	2.03707
744	2.87611	0.03664	1.25804
745	2.86893	0.04931	1.68985
746	2.88315	0.04699	1.60379
747	2.86533	0.06024	2.05896
748	2.86898	0.04835	1.65728
749	2.87617	0.05672	1.93381
750	2.87645	0.03996	1.37033
751	2.86875	0.04950	1.69614
752	2.86730	0.06650	2.26683
753	2.86600	0.05408	1.85186
754	2.87154	0.06226	2.12218
755	2.87584	0.03508	1.20525
756	2.87406	0.05883	2.00592
757	2.87113	0.04894	1.67605
758	2.86292	0.05075	1.74188
759	2.86795	0.06403	2.18375
760	2.67758	0.16654	5.85558
761	2.71622	0.08123	2.90376
762	2.71354	0.04639	1.68102
763	2.71716	0.06198	2.23031
764	2.71544	0.04998	1.80722
765	2.71541	0.05733	2.06764
766	2.71303	0.05239	1.89464
767	2.71560	0.06812	2.44721
768	2.71542	0.06190	2.22865
769	2.71424	0.05850	2.10999
770	2.71367	0.06822	2.45246
771	2.71299	0.05426	1.96086
772	2.70798	0.07026	2.52886
773	2.71266	0.05459	1.97279
774	2.71364	0.06551	2.35725
775	2.71480	0.05520	1.99277
776	2.71292	0.06257	2.25426
777	2.71383	0.05983	2.15701
778	2.71453	0.06919	2.48561
779	2.71097	0.06726	2.42103
